,Q2: GENDER,Q3: AGE,Q4: COUNTRY,"Q5: STATE, PROVINCE, COUNTY, ETC",Q6 | 100 Grand Bar,Q6 | Black Jacks,Q6 | Bonkers (the candy),Q6 | Bottle Caps,Q6 | Butterfinger,Q6 | Cadbury Creme Eggs,Q6 | Candy Corn,Q6 | Caramellos,Q6 | Chiclets,Q6 | Coffee Crisp,Q6 | Dots,Q6 | Dove Bars,Q6 | Fuzzy Peaches,Q6 | Goo Goo Clusters,Q6 | Good N' Plenty,Q6 | Hard Candy,Q6 | Heath Bar,Q6 | Hershey's Dark Chocolate,Q6 | HersheyÕs Milk Chocolate,Q6 | Hershey's Kisses,Q6 | Jolly Ranchers (good flavor),Q6 | Junior Mints,Q6 | Kinder Happy Hippo,Q6 | Kit Kat,Q6 | LaffyTaffy,Q6 | LemonHeads,Q6 | Licorice (not black),Q6 | Licorice (yes black),Q6 | Lindt Truffle,Q6 | Lollipops,Q6 | Mars,Q6 | Maynards,Q6 | Mike and Ike,Q6 | Milk Duds,Q6 | Milky Way,Q6 | Regular M&Ms,Q6 | Peanut M&MÕs,Q6 | Blue M&M's,Q6 | Red M&M's,Q6 | Mint Kisses,Q6 | Mr. Goodbar,Q6 | Necco Wafers,Q6 | Nerds,Q6 | Nestle Crunch,Q6 | Now'n'Laters,Q6 | Peeps,Q6 | Pixy Stix,Q6 | ReeseÕs Peanut Butter Cups,Q6 | Reese's Pieces,Q6 | Reggie Jackson Bar,Q6 | Rolos,Q6 | Skittles,Q6 | Smarties (American),Q6 | Smarties (Commonwealth),Q6 | Snickers,Q6 | Sourpatch Kids (i.e. abominations of nature),Q6 | Starburst,Q6 | Sweet Tarts,Q6 | Swedish Fish,Q6 | Sweetums (a friend to diabetes),Q6 | Take 5,Q6 | Tic Tacs,Q6 | Three Musketeers,Q6 | Tolberone something or other,Q6 | Trail Mix,Q6 | Twix,Q6 | Whatchamacallit Bars,Q6 | York Peppermint Patties
414,Female,6,United States,Colorado,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY
415,Female,10,Canada,Alberta,MEH,MEH,MEH,JOY,MEH,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH
416,Male,60,usa,mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Male,43,Usa,Kentucky,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY
418,Female,38,USA,Oregon,MEH,DESPAIR,,DESPAIR,JOY,MEH,DESPAIR,,MEH,,MEH,MEH,,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,,,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY
419,Male,30,United States of America,PA,MEH,,,,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,,DESPAIR,MEH,JOY,JOY,MEH,JOY,MEH,MEH,,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,,MEH,JOY,JOY,JOY,JOY,JOY,JOY,,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,,JOY,JOY,MEH,,JOY,JOY,JOY,MEH,JOY,,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR
420,Male,51,USA,Illinois,MEH,MEH,,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY
421,Male,39,USA ,IL,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH
422,Male,45,United states,Oregon,JOY,,,MEH,MEH,JOY,DESPAIR,JOY,MEH,,JOY,JOY,,,,MEH,JOY,MEH,MEH,MEH,MEH,MEH,,JOY,MEH,MEH,MEH,MEH,,MEH,DESPAIR,,,MEH,MEH,MEH,DESPAIR,MEH,MEH,,DESPAIR,,MEH,MEH,,DESPAIR,MEH,JOY,JOY,,JOY,MEH,MEH,,DESPAIR,DESPAIR,JOY,MEH,JOY,,,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY
423,Male,55,usa,wisconsin,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR
424,Male,34,USA ,Idaho ada,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY
425,Male,35,United States,Pennsylvania,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,JOY,JOY,,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,,MEH,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,MEH,,JOY,JOY,MEH,,JOY,JOY,JOY,JOY,MEH,,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY
426,Female,38,Usa,La,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,JOY
427,Male,47,USA,MA,MEH,,,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR
428,Male,63,united states,maine,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY
429,Male,45,Canada,Alberta,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,JOY
430,Other,50,Canada,Ontario,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH
431,Male,35,usa,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Female,66,US,Massachusetts,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,JOY,JOY,MEH,MEH,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,,JOY,JOY,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,MEH,JOY
433,Female,10,Europe,America,DESPAIR,MEH,MEH,MEH,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY
434,Female,59,US,Florida,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH
435,Female,39,USA ,Hawaii,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,MEH
436,Male,58,USA,Washington,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH
437,Female,41,USA,"California, Alameda",MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,DESPAIR,MEH,MEH,JOY
438,Female,68,USA,California,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR
439,Female,28,USA,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Male,38,USA,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Male,37,USA ,California ,JOY,,,JOY,JOY,MEH,DESPAIR,JOY,MEH,,JOY,JOY,JOY,,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,,JOY,JOY,DESPAIR,,JOY,JOY,JOY,DESPAIR,JOY,,,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH
442,Male,34,United States,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Male,45,Us,Az,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY
444,Female,36,usa,MN,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,MEH
445,Female,71,USA,Arizona,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,JOY
446,Female,12,us,mn,JOY,MEH,MEH,JOY,MEH,MEH,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY
447,Male,37,Canada,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Male,33,US,VT,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY
449,Male,31,USA,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Male,32,USA,NY,MEH,,,,JOY,MEH,DESPAIR,,,,,JOY,,,,DESPAIR,MEH,JOY,MEH,JOY,MEH,JOY,,JOY,,,DESPAIR,DESPAIR,JOY,MEH,,,,,JOY,JOY,JOY,JOY,JOY,JOY,,,,JOY,,,DESPAIR,JOY,JOY,,,MEH,,,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,,,,JOY,JOY,MEH,JOY,MEH,JOY
451,I'd rather not say,90,Earth,Sub Earth,MEH,MEH,MEH,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,,JOY,JOY,DESPAIR,JOY,JOY,,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY
452,Male,33,Usa,North dakota,MEH,,,MEH,JOY,MEH,MEH,JOY,DESPAIR,,DESPAIR,DESPAIR,,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,,JOY,JOY,JOY,MEH,DESPAIR,,MEH,MEH,,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,,JOY,JOY,JOY,,JOY,JOY,JOY,JOY,JOY,,JOY,MEH,MEH,JOY,MEH,JOY,JOY,MEH
453,Male,24,United States,Texas,MEH,,,MEH,DESPAIR,JOY,DESPAIR,,MEH,,MEH,MEH,DESPAIR,,,MEH,MEH,MEH,MEH,MEH,JOY,MEH,,MEH,JOY,JOY,DESPAIR,DESPAIR,,MEH,MEH,,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,,MEH,,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,,DESPAIR,JOY,JOY,,JOY,MEH,JOY,JOY,DESPAIR,,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,,JOY
454,I'd rather not say,71,USA,CA,JOY,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY
455,Female,52,usa,virginia,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,
456,Female,60,USA ,Ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Male,58,USA,Ohio,JOY,MEH,,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,,JOY,MEH,JOY,MEH,JOY,MEH,MEH,,,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,,MEH,MEH,JOY,JOY,,JOY,JOY,JOY,,JOY,DESPAIR,MEH,MEH,JOY,,,MEH,JOY,MEH,MEH,JOY,,JOY
458,Male,46,United States,Nevada,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,MEH,JOY,MEH,MEH,JOY,MEH,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR
459,Female,34,USA,TX,MEH,,,DESPAIR,DESPAIR,DESPAIR,DESPAIR,,JOY,DESPAIR,,MEH,JOY,MEH,,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,JOY,DESPAIR,MEH,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,,,MEH,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR
